x,y,area_roof_solar_m2,PV_Pot,has_pv_2024,BeginningOfOperation_Year,heating_system1,energy_source1,update_date
2524196.422826148,1149112.6948910798,276.43618840004376,31546.81592706032,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2023
2524221.1263993033,1147869.2484738475,97.2867032985115,8145.963257800888,False,-99,Poêle,Autre,2001
2524058.3267703056,1149180.7191194936,325.5599612403982,29414.42230805361,False,-99,Chaudière stand. pour un bât.,Mazout,2021
2524342.3472095295,1149135.4454083615,134.33832210619,16964.617286374858,False,-99,Chaudière à cond. pour un bât.,Gaz,2021
2524175.306354204,1149077.5963986542,202.8525047777491,22895.16819255077,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524182.407379839,1149087.0954803417,274.95672557231,31787.51826318905,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523959.130606562,1149047.6870878048,161.7468408781275,18803.39577545812,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524141.561462558,1149100.6443153876,221.6112847171594,26054.40061565868,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524269.181840322,1149038.489462781,243.66167074213504,29325.972119329832,False,-99,Chaudière stand. pour un bât.,Mazout,2018
2524220.3001144766,1149000.5686015002,193.40250488918912,22624.628196385507,True,2017,Central électrique pour un bât.,Electricité,2001
2524236.966695542,1149047.3303583993,208.2043946397176,24883.374124793,False,-99,Chaudière à cond. pour un bât.,Gaz,2022
2524441.6967844297,1149087.5553156927,113.9331248147308,13544.034852655255,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2010
2523903.3105302057,1149035.137087291,395.7349907379747,48875.31456818916,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524212.0929097575,1149218.8261312528,127.862382559754,15278.22004841697,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2010
2524087.3194266115,1149179.3984793443,227.16634278445144,24027.21439453748,True,2022,Pompe à chaleur pour un bât.,Indéterminé,2005
2524111.440252629,1149089.9723389586,200.64089421616137,24423.79149421757,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2524190.383504603,1149232.6497321473,106.0503075777656,13780.548003251664,False,-99,Chaudière (gén.) pour un bât.,Mazout,2021
2524390.8625070546,1149145.2941064269,133.4438644608412,16988.78813217899,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2524321.1459219707,1149108.622202616,132.6065834352855,16740.42685182164,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2524421.156283487,1149216.6226638686,201.2166955611316,20589.57501898606,False,-99,Chaudière à cond. pour un bât.,Gaz,2018
2524238.1688613305,1149184.257473217,183.3603194470155,20854.06489315718,True,2021,Chaudière (gén.) pour un bât.,Mazout,2020
2524105.1083645844,1149021.6937761968,143.5901944849386,15000.14742196812,False,-99,Chaudière (gén.) pour un bât.,Gaz,2011
2524120.562045269,1149166.6282424617,117.80569870262902,14620.723815078823,False,-99,Central électrique pour un bât.,Electricité,2001
2524080.1004867796,1149058.7544068636,161.4192093603139,19736.800747602843,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524119.334827043,1149222.1332480477,118.2684694621519,15168.124423127818,True,2017,Pompe à chaleur pour un bât.,Air,2018
2524145.0249245614,1149229.1162476263,243.3111020764739,29129.296071061497,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2023
2524155.463221135,1149012.4635689075,184.3912126025007,21250.664055711928,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524189.4847916136,1149191.0936679675,493.4263891669975,52351.91839059129,True,2023,Central électrique pour un bât.,Electricité,2001
2524328.5687914467,1149088.6265719016,137.65551470130993,17312.65560096211,False,-99,Chaudière à cond. pour un bât.,Gaz,2020
2524399.7352186446,1149174.9159460117,273.7463361858752,31281.97346998222,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2021
2523986.335841365,1148127.8839196817,212.25727837422684,23039.901770976165,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2022
2524119.384199866,1148240.6461239678,201.302048624432,25439.37717471471,False,-99,Chaudière à cond. pour un bât.,Mazout,2018
2524518.9817586234,1148336.4691518648,212.84468927871183,20543.860003992177,False,-99,Chaudière stand. pour un bât.,Gaz,2020
2523975.3951071133,1147688.5438422435,364.4561914440518,40742.81391119312,False,-99,Chaudière (gén.) pour un bât.,Mazout,2013
2523944.7429510127,1148099.5387030197,268.0613882283411,32151.60669774872,False,-99,Chaudière (gén.) pour un bât.,Gaz,2007
2524850.734273014,1148595.4120184549,442.4170005481381,53620.656757811535,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2524887.0675244275,1148802.151882123,400.735900809848,54846.14693919377,False,-99,Chaudière à cond. pour un bât.,Gaz,2021
2524755.404208099,1148259.4743775232,165.6168044680384,15871.46746914828,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523604.551204018,1147768.5087602746,1336.3068690039254,167480.37529641364,False,-99,Chaudière (gén.) pour plus. bât.,Gaz,2004
2524092.104813378,1148893.9446055004,186.32514346801048,23204.175140054547,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2018
2523922.6652711164,1147706.9706388495,210.2053957134836,24933.42810094134,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2012
2524171.4778962377,1148148.8277827068,224.0139345823304,25829.796092715445,False,-99,Chaudière (gén.) pour un bât.,Gaz,2008
2524346.0878874008,1148042.5672029334,180.7643897404181,14768.984644787217,False,-99,Chaudière (gén.) pour un bât.,Gaz,2013
2524353.769596627,1148112.6425387478,202.9101893713241,19096.77927240994,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523937.4054353624,1147778.2438019542,115.663022233276,12034.120981137488,False,-99,Chaudière (gén.) pour un bât.,Mazout,2022
2524844.2620757916,1148691.8505469821,311.4262025710807,30229.946450288626,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524202.649317829,1148817.0660338597,209.8501766368508,24181.314934274607,False,-99,Central électrique pour un bât.,Electricité,2001
2524151.9989010836,1148102.6646780658,224.3257929161317,26079.02026686379,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2020
2524659.0599779454,1148219.2767152372,172.3479130842467,20338.43418030528,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2003
2523967.378866971,1147918.4254466577,396.306172198299,52154.82379224394,False,-99,Chaudière (gén.) pour un bât.,Gaz,2010
2523179.6232793443,1147300.1125345014,278.9244781997903,32364.55146357219,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2522949.776327622,1147173.0496149203,344.8765415432407,21735.19471655886,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523963.391001581,1148010.1561626543,262.79350388404555,31445.35092730054,False,-99,Chaudière (gén.) pour un bât.,Gaz,2007
2524748.8548153834,1148214.876922751,321.1299191559571,35105.618476421536,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2525330.633919463,1149145.028782762,116.57625504366284,8209.1701704336,False,-99,Chaudière (gén.) pour un bât.,Bois (générique),2001
2525204.868167408,1149384.143383257,152.8097467126854,19135.595136887023,True,2018,Chaudière (gén.) pour un bât.,Mazout,2001
2524756.08054583,1148602.7546688463,485.3722063865217,64793.8624967129,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2524923.8422337836,1148853.3157841773,205.4877753715721,24771.151064567952,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524657.9804771505,1148407.388829314,134.11262904730685,15299.225253989747,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524253.6438822323,1148772.4942382604,467.5533589980083,58190.91916791728,False,-99,Chaudière à cond. pour un bât.,Gaz,2020
2523350.397801624,1147942.2195008188,219.21147716484103,24839.38796027884,False,-99,Chaudière (gén.) pour un bât.,Mazout,2017
2523459.429643877,1147615.5629773892,389.517527267181,51446.157861682994,False,-99,Chaudière (gén.) pour un bât.,Gaz,2002
2523747.1213744376,1147776.4931039421,378.380744038138,51329.61616669924,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2523447.5691079777,1147843.5593563844,164.2998605278061,21514.59073665213,False,-99,Chaudière stand. pour un bât.,Mazout,2020
2523370.2346012876,1147891.6955874716,128.52365984020892,14800.567001754463,False,-99,Chaudière (gén.) pour un bât.,Mazout,2023
2523349.9468012387,1147633.4485647776,246.9666828551356,28676.31514213976,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523389.902707117,1147970.6183105714,230.5715853844527,28642.665072775308,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523233.0499354918,1147562.0166231473,353.01877092783275,19116.99112611684,True,2022,Chaudière (gén.) pour un bât.,Gaz,2001
2523969.1573187863,1148680.583803295,322.790956356542,43573.90266413552,False,-99,Chaudière (gén.) pour un bât.,Mazout,2020
2523271.051588813,1147537.238605981,196.3541947797251,22796.17200958593,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2523593.142949726,1147429.3236883092,168.93596212342462,18707.3518716271,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2018
2523452.978745014,1147868.2773122203,436.8383523863073,54387.18758828615,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523449.302789663,1148046.6904336498,379.4254660889841,43696.82739434948,False,-99,Chaudière à cond. pour un bât.,Gaz,2020
2523414.8513162923,1148019.1351770943,214.5593088143339,24271.135529534105,False,-99,Chaudière à cond. pour un bât.,Mazout,2018
2523521.2369437027,1147527.8741434745,346.0835636993564,41313.95026910246,True,2022,Pompe à chaleur pour un bât.,Indéterminé,2001
2523552.3777714125,1147489.0234512896,238.75407963818995,29513.41914750504,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523538.8948196475,1148061.7601509974,296.5484049360971,33528.91306426816,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523516.0532852383,1147532.1602815099,357.0251192561422,41602.43781016465,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2019
2523532.088383885,1147556.393466462,197.4226756734027,22693.22963391951,False,-99,Chaudière (gén.) pour un bât.,Gaz,2022
2523603.427623486,1147589.0685928024,423.8510208595888,31916.122413911617,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2006
2523491.0975373187,1147571.0501134738,428.168774722073,44170.1318253376,False,-99,Chaudière (gén.) pour un bât.,Gaz,2015
2523623.342761567,1148061.6786604181,211.8953949358439,25708.56181379108,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2523605.315784464,1148025.5970260901,229.4759142183947,27632.566320835165,False,-99,Central électrique pour un bât.,Electricité,2017
2523723.0531963073,1147508.1090131125,471.4308292305872,43822.97015136207,False,-99,Chaudière (gén.) pour plus. bât.,Gaz,2010
2523703.5471918187,1147462.0998355877,505.1924806939956,65784.43359097092,False,-99,Chaudière (gén.) pour plus. bât.,Gaz,2010
2523696.7182598813,1147483.6104501137,518.2793591705471,50155.327355379806,False,-99,Chaudière (gén.) pour plus. bât.,Gaz,2010
2523665.642972759,1147937.2491143835,222.5637063874898,25657.321706768977,False,-99,Central électrique pour un bât.,Electricité,2017
2523666.4306538166,1147895.1179033183,221.4785745974325,26675.56042150794,False,-99,Central électrique pour un bât.,Electricité,2017
2523659.976802261,1147958.726056345,225.60011108973032,27471.09692993534,False,-99,Central électrique pour un bât.,Electricité,2017
2523711.9668936115,1147988.7011919436,164.9700425522501,20341.829548612342,False,-99,Chaudière (gén.) pour un bât.,Mazout,2011
2523632.4541332596,1147966.579953336,223.9519900728896,26643.525870044738,False,-99,Chaudière (gén.) pour un bât.,Gaz,2018
2523659.3659643065,1147945.362471615,231.9411670560255,27723.73960983264,False,-99,Central électrique pour un bât.,Electricité,2017
2523714.7913297974,1147586.713052476,162.4780309572057,18583.20669825338,False,-99,Chaudière (gén.) pour un bât.,Gaz,2004
2523726.0620995257,1147616.5713977995,130.8204366981049,15782.376832028604,False,-99,Chaudière (gén.) pour un bât.,Gaz,2006
2523750.715364271,1147601.345456097,232.0236950747259,24488.81703428886,True,2013,Chaudière (gén.) pour un bât.,Mazout,2001
2523712.429387571,1147751.3582188885,398.261303681389,54563.8492443674,False,-99,Chaudière (gén.) pour un bât.,Gaz,2018
2523782.7489150837,1147748.3301000812,385.350972375554,52333.71045013063,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523727.313885003,1147813.0804150735,370.891616631279,48018.05853483538,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523759.9980151886,1147746.3272312102,381.579897263942,51379.17958819881,False,-99,Chaudière à cond. pour un bât.,Gaz,2023
2523873.5780245764,1147601.4662770738,231.60687203922316,24068.02010369125,False,-99,Central électrique pour un bât.,Electricité,2001
2523811.00431972,1147568.5472712335,159.06236897165368,18888.05821898475,True,2023,Chaudière (gén.) pour un bât.,Gaz,2001
2523243.6762399618,1147360.3734267484,244.02332509829105,30001.204119963128,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2523339.205814233,1147426.1369908387,177.80240345181218,21970.70986107756,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2002
2524766.1957744285,1148295.932575646,385.398166282633,42711.67955340915,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523361.775816891,1147987.9912717172,176.0504745947054,20347.47237541203,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523397.6206499585,1147669.6228821755,749.557419591174,91660.14326295722,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523470.0437142393,1147558.2532632751,398.747050942025,44190.99426653185,False,-99,Chaudière (gén.) pour un bât.,Gaz,2004
2523466.712698591,1147677.8332292808,127.24637864061,16327.310364329882,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523226.844288311,1147588.020257221,193.2838352261128,19670.6378408853,False,-99,Chaudière (gén.) pour un bât.,Mazout,2003
2523250.4468450774,1147596.1909617567,346.9960469393532,19363.793460902445,False,-99,Chaudière (gén.) pour un bât.,Gaz,2023
2523896.9924141564,1148793.7843109206,394.0990632301134,47730.27566265028,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2014
2523290.1006833077,1147576.9035204877,198.78600457809017,22383.806151796613,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523313.890201665,1147956.7247464776,131.7126814685683,15603.64960731007,False,-99,Chaudière (gén.) pour un bât.,Mazout,2022
2523344.4985591583,1147521.444343411,400.3753405984997,46008.18974829549,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2523362.202732837,1147580.9743402915,209.787835956865,25790.101887863748,False,-99,Chaudière (gén.) pour un bât.,Gaz,2011
2523387.1808423554,1147583.0136031164,189.5978178261075,21325.24762535541,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523321.280262718,1147514.5556172386,162.63531739333342,17083.103587316866,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523382.8669511783,1147660.2934177155,246.58127234111896,28633.33945194753,False,-99,Chaudière (gén.) pour un bât.,Gaz,2011
2523362.143947729,1147655.097873268,277.37593554014313,34504.57192358447,True,2018,Pompe à chaleur pour un bât.,Air,2018
2523552.3574972176,1147599.4569006413,305.736010087899,37949.00500277537,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2010
2523554.1454512165,1147768.905350826,443.3352942421673,59167.284639095065,False,-99,Chaudière (gén.) pour plus. bât.,Gaz,2005
2523510.54188363,1148071.8861256477,223.7781713081375,24263.13207125197,True,2019,Chaudière (gén.) pour un bât.,Gaz,2017
2523527.5162391625,1148018.8405573207,296.7726174385172,33485.11685035647,False,-99,Chaudière (gén.) pour un bât.,Gaz,2017
2523582.9526789505,1148024.9175576582,167.3141114077711,19620.15058543675,False,-99,Chaudière (gén.) pour un bât.,Mazout,2015
2523650.978791899,1147996.5307007788,229.5204746851627,27542.43568797248,False,-99,Central électrique pour un bât.,Electricité,2017
2523754.030013063,1147555.4446183797,158.50847605604537,18786.447793235835,True,2015,Chaudière (gén.) pour un bât.,Gaz,2004
2523634.4781633015,1148092.3085609674,217.6744410764961,26620.344669934624,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2018
2523652.4082354275,1148071.721301352,218.9848238801183,26618.24763865216,True,2022,Pompe à chaleur pour un bât.,Indéterminé,2024
2523667.587503258,1148068.7849733138,177.15378700673278,21678.69852956715,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523774.0262027984,1147667.4461557702,474.34313990161286,60167.87956800169,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2018
2523709.308186174,1147637.3628652531,130.7737359599481,15994.053803457984,False,-99,Chaudière (gén.) pour un bât.,Gaz,2006
2523858.9216695717,1147461.8490093916,319.4285891716998,32585.570640712303,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523336.3745264173,1147382.4001256034,260.19837969548587,30148.06170296522,False,-99,Central électrique pour un bât.,Electricité,2001
2523466.541609934,1147390.0957888234,293.26800747054153,32059.714967145177,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2523554.502386545,1147326.0954905944,317.2362933827417,37387.67783946583,False,-99,Central électrique pour un bât.,Electricité,2001
2523297.1697953497,1147394.8960095895,161.55336101064225,19963.4807347048,True,2023,Pompe à chaleur pour un bât.,Sonde géothermique,2017
2523704.56066552,1147953.4966184534,200.22035149084505,22557.142874110825,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524469.6003491753,1149302.7409530464,403.9469172563453,50047.42723395013,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2001
2523331.630447036,1147925.1013793352,234.5203677112034,26499.613584598155,False,-99,Chaudière (gén.) pour un bât.,Mazout,2020
2525044.3197602816,1149275.7910505226,259.2234719851787,29489.378283932543,False,-99,Chaudière (gén.) pour un bât.,Mazout,2014
2524935.4982891297,1148725.1217268566,264.0549296369076,30096.940107007227,False,-99,Central électrique pour un bât.,Electricité,2001
2524401.787237589,1149075.608181805,147.50229268308829,17211.768732596218,False,-99,Chaudière (gén.) pour un bât.,Gaz,2020
2523715.868686846,1148026.1703096195,178.0407640355828,22078.87654271973,False,-99,Chaudière stand. pour un bât.,Mazout,2020
2523227.027545594,1147624.4893818495,148.27814761493278,16200.03018214752,False,-99,Chaudière (gén.) pour un bât.,Mazout,2003
2524483.708302014,1148420.232199638,128.8241628937957,13990.187587920082,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2525000.1839177357,1149267.1305005532,93.8572201018196,11029.740090118934,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2525126.791106004,1149345.986029922,249.94575879631432,27573.608423083348,True,2023,Pompe à chaleur pour un bât.,Air,2022
2525207.7211655723,1149009.9429504036,247.3217499512974,21285.71707220233,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2525130.2562295697,1148927.8454192884,276.8063621542545,24727.69224429042,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2525877.1733653694,1149358.3409805615,381.4049962458368,40404.89684323008,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2525660.647478902,1149361.7323259797,320.890878579064,42873.45768786866,False,-99,Chaudière (gén.) pour un bât.,Mazout,2013
2525713.19878514,1149429.86747039,278.8485995714202,29779.55605266262,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2525581.3097292725,1149364.5847601648,414.1218127516427,43029.07703686855,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2524222.3084657355,1149244.1551624762,332.0371079229081,40412.62976524151,True,2022,Pompe à chaleur pour un bât.,Indéterminé,2023
2523078.2155991965,1147362.7735501884,277.65923432339,27257.068666874315,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523280.2760941335,1147983.7807883425,129.87152940488892,15992.694943041148,True,2021,Pompe à chaleur pour un bât.,Air,2022
2523386.1520449263,1147411.6967900624,261.4341863877498,31122.560757663825,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2523210.9810288013,1147603.1802217225,149.1039628199926,16273.330237933797,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523625.3479301757,1147348.009211239,238.52819017931265,27733.37207489872,False,-99,Chaudière (gén.) pour un bât.,Gaz,2004
2523614.19299045,1148087.12884017,217.3753806196986,26271.868855583823,True,2023,Chaudière (gén.) pour un bât.,Gaz,2017
2523582.148005942,1147384.3828072103,158.11370404697843,18988.044138605583,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2004
2523566.4642783166,1147392.305498849,112.0550463910698,10975.282404103777,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523688.4837950794,1148081.730446692,185.7253956389539,23737.33786310149,False,-99,Chaudière (gén.) pour un bât.,Mazout,2016
2523760.0311068343,1148104.8731562807,344.2576864367649,40327.425887986654,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523808.6360228355,1147949.686841685,254.5346572159001,30514.73771844735,False,-99,Chaudière (gén.) pour un bât.,Mazout,2017
2523856.6256799693,1147816.575237523,536.330277624623,71043.84375203139,False,-99,Chaudière (gén.) pour un bât.,Gaz,2014
2523825.689905177,1147855.3535261056,550.96629563394,73659.41994184043,False,-99,Chaudière (gén.) pour un bât.,Gaz,2015
2523898.4940350605,1147626.4151111525,273.1828157485544,27257.068666874315,False,-99,Central électrique pour un bât.,Electricité,2001
2523817.454181052,1147969.1998168896,250.2148992058056,30499.706511426648,False,-99,Chaudière (gén.) pour un bât.,Mazout,2022
2523866.5235542394,1147741.4899801752,348.6005450041823,42600.795162125774,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2523982.3265747624,1147868.0634110265,305.8486875477697,37641.21927225172,False,-99,Central électrique pour un bât.,Electricité,2001
2524031.9374489984,1147678.1418574536,240.297360943823,26470.003854239018,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2002
2524045.6881709816,1147886.2008158471,412.9455633384062,52473.92624842248,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524129.089627445,1148209.7568812927,207.58381422761695,26337.36455642797,False,-99,Chaudière à cond. pour un bât.,Mazout,2021
2524160.1934357965,1148349.9825837829,128.35724853576244,15819.7345155083,True,2016,Chaudière (gén.) pour un bât.,Mazout,2015
2524149.5038798423,1148389.703549155,240.82192901305189,29835.47827914933,True,2016,Chaudière (gén.) pour un bât.,Mazout,2001
2524135.457994681,1148440.0511737384,154.5360943384917,18862.67185594308,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524152.518747879,1148939.2689658783,205.4068137011904,24922.780666537463,True,2012,Chaudière (gén.) pour un bât.,Mazout,2012
2524155.402385161,1149133.0747848165,145.8498874602456,18323.09075351522,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524187.922164389,1149141.1646490265,279.8468836666424,29560.82240114765,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2023
2524172.097366722,1149168.0488905006,275.383579361257,31325.603294191293,False,-99,Pompe à chaleur pour un bât.,Sonde géothermique,2023
2524257.103004867,1148004.8603889146,274.3568521119714,29740.9165277546,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2022
2524245.646710799,1148167.3174677913,103.5936591838481,11863.767109943492,True,2021,Chaudière (gén.) pour un bât.,Gaz,2001
2524263.1778219165,1148612.4858452594,331.598711679707,36780.89189075234,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2524238.0292774728,1149273.526569248,212.5677246549095,27498.64235820734,False,-99,Chaudière stand. pour un bât.,Mazout,2020
2524304.163911239,1148243.2706494757,252.357159546551,25576.13562499979,False,-99,Chaudière (gén.) pour un bât.,Gaz,2013
2524258.7271094564,1148051.4146644033,517.986355648964,66656.66727056498,False,-99,Chaudière à cond. pour un bât.,Mazout,2021
2524319.385775623,1148566.5118093763,329.211770940815,36489.08101116934,False,-99,Chaudière (gén.) pour un bât.,Gaz,2001
2524426.5035005435,1149049.7361926571,138.85122618017792,16097.863707860048,True,2021,Chaudière (gén.) pour un bât.,Gaz,2006
2524423.5976130953,1148790.2436767444,472.15839355193657,62248.98512706674,False,-99,Chaudière à cond. pour un bât.,Mazout,2023
2524347.3333519157,1148225.0834828625,130.9845102663236,16108.982908127333,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524399.161643749,1148837.0016774237,484.6038869832296,63530.55589541905,False,-99,Chaudière (gén.) pour un bât.,Gaz,2020
2524371.157483495,1149252.26071849,588.1226359658014,61543.03205420055,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2001
2524414.5326746064,1148035.9950622178,338.77016017777726,38684.37282437836,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2524426.4501767503,1148653.9293159288,543.074976962931,64436.75838261307,False,-99,Pompe à chaleur pour plus. bât.,Indéterminé,2008
2524663.159738119,1149091.0612037648,88.5007509387483,8068.401545116105,False,-99,Central électrique pour un bât.,Electricité,2001
2525297.2994143185,1149082.3532626037,280.242936962488,31448.81125387257,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2525550.002137754,1149305.8540624378,150.1331353749139,18102.21435989544,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2525434.395566086,1149205.8283343469,461.93257712598967,45885.758785696176,False,-99,Chaudière (gén.) pour un bât.,Gaz,2018
2524679.6482486357,1148253.4320542903,147.13751803168125,16400.051082509755,False,-99,Chaudière à cond. pour un bât.,Gaz,2018
2523138.5698762634,1147255.0712910541,199.88619410558613,19543.455093837325,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2001
2523073.5236391397,1147343.2489514453,377.2264537819934,43261.41751580862,False,-99,Chaudière (gén.) pour plus. bât.,Mazout,2001
2523396.618772384,1147309.720639795,191.4852896957804,22026.649900554326,False,-99,Central électrique pour un bât.,Electricité,2001
2523393.238821793,1147265.4490869557,298.4742665259422,33231.900881924,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523417.56458996,1147315.7037888619,208.59633067505803,25266.14830492383,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523451.9086380056,1148078.1626952563,129.966896022012,16546.673564413915,True,2017,Chaudière (gén.) pour un bât.,Mazout,2001
2523509.132167231,1147329.7153712667,93.2989095472288,8799.727485995012,False,-99,Central électrique pour un bât.,Electricité,2001
2523775.4443849726,1147408.2657665946,103.7813371309881,11476.597074733349,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523775.220941965,1147920.2320294655,260.673658222568,31452.57783933584,False,-99,Central électrique pour un bât.,Electricité,2001
2523766.586972531,1147945.9988636277,258.3409292803,31089.037235825148,False,-99,Chaudière (gén.) pour un bât.,Mazout,2001
2523760.075521449,1147973.573868845,268.019402991413,32139.267636938013,False,-99,Central électrique pour un bât.,Electricité,2001
2523882.155402586,1147720.4105999975,249.905065168108,31262.24186776513,False,-99,Chaudière (gén.) pour un bât.,Mazout,2020
2523802.2736968016,1148014.424433018,242.6664651245596,29324.168835331737,False,-99,Chaudière (gén.) pour un bât.,Mazout,2017
2523909.2343978253,1148473.1586508872,153.5624839274276,17515.577158200504,False,-99,Chaudière (gén.) pour un bât.,Bois (générique),2023
2523883.303817008,1148189.2502059822,272.4082154124234,32592.93665908111,True,2023,Chaudière (gén.) pour un bât.,Mazout,2001
2523907.052626225,1148213.9562929843,287.0504459813332,34696.12049644167,False,-99,Chaudière (gén.) pour un bât.,Gaz,2011
2523965.1891427455,1148267.804357499,234.1384888368247,28463.651451350142,False,-99,Chaudière à cond. pour un bât.,Gaz,2021
2523944.4061183403,1148115.7302722258,256.985145361985,30876.852126408987,False,-99,Chaudière à cond. pour un bât.,Gaz,2021
2523949.6473223795,1148255.20533866,157.4273878939925,18518.884339587406,True,2015,Central électrique pour un bât.,Electricité,2001
2524045.033178477,1148050.8739436867,175.2393419243694,21216.78974958203,False,-99,Pompe à chaleur pour un bât.,Indéterminé,2001
2524063.424030765,1147947.3849174324,432.1978130807253,55020.385825334495,False,-99,Chaudière (gén.) pour un bât.,Gaz,2012
2524123.1410299055,1148105.3880986257,216.343972429508,26173.77427989076,False,-99,Chaudière (gén.) pour un bât.,Gaz,2013
